,total_sqft,bath,balcony,price,bhk,area_type_le,location_le
2532,1028.0,2.0,1.0,49.0,2,0,55
2533,1175.0,2.0,2.0,48.27,2,3,235
2534,1550.0,2.0,2.0,90.0,3,3,181
2535,1826.0,3.0,2.0,165.0,3,3,234
2536,2400.0,5.0,2.0,160.0,5,2,98
2537,1603.0,3.0,2.0,96.0,3,3,231
2538,1350.0,3.0,1.0,72.0,3,0,162
2539,714.0,1.0,1.0,28.0,1,0,117
2540,1215.0,2.0,3.0,65.0,2,3,229
2541,1405.0,2.0,2.0,77.0,3,0,160
2542,1142.0,2.0,1.0,51.0,2,3,117
2543,4000.0,4.0,3.0,170.0,4,0,235
2544,1870.0,3.0,2.0,90.0,3,3,229
2545,1313.0,2.0,2.0,73.0,2,3,210
2546,1945.0,3.0,3.0,120.0,3,0,235
2547,1573.0,3.0,2.0,95.0,3,3,214
2548,1255.0,2.0,1.0,92.0,2,3,199
2549,1400.0,3.0,2.0,91.15,4,3,43
2550,1235.0,2.0,2.0,43.63,2,3,130
2551,1380.0,2.0,1.0,52.0,3,3,199
2553,1238.0,2.0,1.0,67.0,2,3,228
2554,1465.0,2.0,3.0,74.72,3,3,235
2555,1418.0,2.0,2.0,103.0,2,3,215
2556,1650.0,3.0,1.0,165.0,3,3,235
2557,351.0,1.0,1.0,16.0,1,0,17
2558,1279.0,2.0,2.0,48.0,2,3,220
2559,1870.0,3.0,1.0,200.0,3,0,132
2560,1500.0,5.0,1.0,230.0,4,2,235
2561,2526.0,2.0,2.0,250.0,3,3,93
2562,1550.0,2.0,1.0,150.0,3,2,235
2564,1845.0,2.0,1.0,68.27,3,3,220
2565,1360.0,2.0,1.0,59.27,3,3,235
2566,1150.0,2.0,1.0,75.0,3,0,235
2567,1260.0,2.0,2.0,49.5,2,3,229
2568,1200.0,3.0,1.0,74.0,3,2,235
2569,965.0,2.0,1.0,42.5,2,0,66
2570,1350.0,2.0,3.0,48.0,3,0,98
2571,1447.0,2.0,1.0,75.97,2,3,45
2572,1229.0,3.0,1.0,86.03,3,3,235
2573,1027.0,2.0,2.0,43.0,2,3,148
2574,1153.0,2.0,1.0,48.5,2,3,84
2575,2856.0,5.0,0.0,145.5,4,3,229
2576,1065.0,2.0,2.0,50.0,2,3,160
2577,1030.0,2.0,3.0,61.0,2,0,235
2578,1340.0,2.0,2.0,61.0,2,3,159
2580,600.0,1.0,0.0,32.0,1,0,235
2581,1410.0,2.0,3.0,44.42,3,3,41
2582,1055.0,2.0,2.0,45.35,2,3,221
2583,1304.0,2.0,1.0,79.0,2,3,231
2584,2720.0,4.0,1.0,485.0,4,3,235
2585,990.0,2.0,1.0,31.5,2,0,127
2586,1035.0,2.0,1.0,39.33,2,3,6
2587,700.0,1.0,0.0,30.09,1,3,218
2588,1120.0,2.0,2.0,43.0,2,3,209
2589,1300.0,2.0,2.0,73.0,2,3,91
2590,1239.0,2.0,1.0,82.0,2,3,218
2591,1403.0,3.0,3.0,51.63,3,3,199
2592,1365.0,2.0,1.0,92.0,2,3,102
2593,1165.0,2.0,1.0,135.0,2,3,235
2594,1130.0,2.0,3.0,45.19,3,3,210
2595,1776.42,3.0,2.0,105.0,3,3,85
2597,1194.0,2.0,2.0,47.0,2,3,91
2598,1107.0,2.0,2.0,33.0,2,3,235
2599,2319.0,3.0,2.0,180.0,3,3,173
2600,1520.0,3.0,3.0,80.0,3,3,235
2601,1536.0,3.0,1.0,89.0,3,3,130
2602,3000.0,4.0,2.0,240.0,4,0,235
2603,1050.0,2.0,1.0,38.0,2,3,235
2604,1850.0,3.0,2.0,146.0,3,3,98
2605,1112.0,2.0,2.0,62.0,2,3,46
2606,1535.0,3.0,2.0,72.5,3,3,162
2607,1050.0,2.0,1.0,35.0,2,0,129
2608,2400.0,3.0,2.0,370.0,4,2,28
2609,1250.0,3.0,2.0,65.0,3,3,6
2610,1187.0,2.0,3.0,52.0,2,3,123
2611,1164.0,2.0,1.0,56.0,2,0,8
2612,1395.0,2.0,1.0,62.78,3,3,77
2613,2072.0,3.0,2.0,108.0,3,3,20
2614,1450.0,3.0,3.0,60.91,3,3,129
2615,1550.0,3.0,2.0,82.0,3,3,36
2616,1315.0,2.0,2.0,90.0,2,3,235
2617,3067.0,4.0,3.0,230.0,4,3,93
2618,1210.0,2.0,2.0,72.0,2,3,235
2619,1075.0,2.0,1.0,47.0,3,3,48
2620,11338.0,9.0,1.0,1000.0,6,3,235
2621,1215.0,3.0,1.0,42.2,3,3,235
2622,1470.0,2.0,2.0,75.0,3,0,120
2624,1590.0,2.0,2.0,125.0,3,0,105
2625,1050.0,2.0,1.0,36.75,2,3,129
2626,1306.0,2.0,1.0,55.91,2,3,189
2627,2000.0,3.0,2.0,250.0,3,0,161
2628,1445.0,3.0,2.0,64.0,3,0,235
2629,1220.0,3.0,2.0,58.0,3,3,199
2630,3190.0,3.0,1.0,160.0,4,2,198
2631,1215.0,2.0,1.0,51.26,2,3,192
2632,1920.0,2.0,1.0,88.0,3,0,54
2633,1390.0,2.0,2.0,60.0,2,3,70
2636,1196.0,2.0,0.0,71.74,2,3,98
2637,1550.0,2.0,2.0,75.0,3,3,36
2638,1418.0,2.0,2.0,101.0,2,3,215
2639,1655.0,3.0,2.0,115.0,3,3,222
2640,1115.0,2.0,2.0,33.45,2,0,117
2641,1170.0,2.0,2.0,68.0,2,3,235
2642,1035.0,2.0,2.0,38.3,2,3,17
2643,1306.0,2.0,2.0,58.0,3,3,206
2644,750.0,2.0,2.0,22.0,2,3,137
2645,1917.0,3.0,3.0,122.0,3,3,214
2646,1615.0,3.0,3.0,58.0,3,3,120
2647,1071.0,2.0,2.0,52.25,2,3,162
2648,1325.0,2.0,2.0,119.0,2,3,145
2649,3000.0,4.0,2.0,900.0,7,2,161
2650,1400.0,2.0,1.0,88.0,3,3,4
2651,1246.0,2.0,1.0,82.0,2,3,218
2652,1215.0,2.0,0.0,40.0,2,0,198
2653,1200.0,2.0,2.0,49.5,2,3,166
2655,1200.0,2.0,2.0,60.0,2,3,141
2656,945.0,2.0,2.0,50.0,2,0,135
2658,1175.0,2.0,1.0,52.0,2,3,101
2659,920.0,2.0,1.0,63.0,2,3,229
2660,3024.0,5.0,1.0,350.0,4,3,103
2661,1600.0,2.0,2.0,110.0,2,2,235
2664,955.0,1.0,2.0,34.01,2,0,235
2665,1750.0,3.0,3.0,100.0,3,3,19
2666,1425.0,2.0,2.0,64.0,3,3,220
2667,2150.0,3.0,2.0,265.0,3,3,37
2668,1165.0,2.0,1.0,40.5,2,3,229
2669,1050.0,2.0,2.0,48.0,2,3,120
2670,1370.0,2.0,2.0,75.0,3,3,235
2671,1374.0,2.0,1.0,72.0,3,3,76
2672,1754.0,3.0,2.0,124.0,3,3,92
2673,1847.0,3.0,2.0,110.0,3,3,147
2674,1850.0,4.0,3.0,139.0,3,3,13
2675,3297.0,3.0,1.0,135.0,3,2,59
2676,1187.0,2.0,2.0,45.0,2,3,235
2677,1400.0,2.0,1.0,40.44,3,0,51
2679,1350.0,2.0,3.0,180.0,2,3,56
2680,3000.0,2.0,2.0,120.0,3,2,235
2681,693.0,1.0,1.0,34.3,1,3,214
2682,1980.0,3.0,2.0,224.0,3,3,235
2683,1021.0,2.0,1.0,48.0,2,3,117
2684,1165.0,2.0,2.0,95.0,2,3,215
2685,1756.0,3.0,2.0,92.0,3,3,99
2686,1739.0,3.0,1.0,105.0,3,3,44
2688,1215.0,2.0,2.0,58.86,2,3,162
2689,950.0,2.0,1.0,46.5,2,3,166
2690,1082.0,2.0,1.0,49.0,3,0,137
2691,1050.0,2.0,1.0,42.0,2,3,6
2692,1080.0,2.0,0.0,53.35,2,3,68
2693,1100.0,2.0,2.0,55.0,2,3,20
2694,3200.0,4.0,1.0,205.0,4,2,19
2695,1311.0,2.0,1.0,78.0,2,3,199
2696,1608.0,3.0,1.0,67.98,3,3,189
2697,1160.0,2.0,2.0,36.0,2,3,41
2698,1170.0,2.0,1.0,71.0,2,3,229
2699,1155.0,2.0,2.0,40.6,2,3,137
2700,1255.0,2.0,1.0,77.68,3,3,93
2701,1065.0,2.0,2.0,44.95,2,3,194
2702,674.0,1.0,1.0,21.0,1,3,176
2703,1936.0,4.0,2.0,126.0,3,3,13
2704,2289.0,3.0,2.0,260.0,3,3,197
2705,1100.0,2.0,1.0,38.45,2,3,235
2706,2257.0,4.0,2.0,157.0,3,3,192
2707,1055.0,2.0,2.0,55.0,2,3,171
2708,1530.0,3.0,3.0,51.87,3,3,189
2709,1700.0,3.0,1.0,97.0,3,3,235
2710,1575.0,2.0,2.0,78.0,3,3,189
2711,3500.0,4.0,2.0,330.0,3,0,79
2712,1263.0,2.0,1.0,93.32,2,3,191
2713,1559.0,3.0,0.0,69.315,3,3,117
2714,1043.0,2.0,2.0,65.0,2,3,138
2715,1255.0,2.0,2.0,53.5,2,3,96
2716,1352.5,2.0,0.0,93.865,2,3,111
2717,590.0,1.0,0.0,13.57,1,3,57
2718,1550.0,3.0,1.0,120.0,3,2,231
2719,1220.0,3.0,3.0,56.0,3,3,199
2720,1900.0,3.0,3.0,160.0,3,3,235
2721,1360.0,3.0,3.0,55.0,3,3,235
2722,1100.0,2.0,1.0,75.0,2,0,235
2723,1455.0,3.0,2.0,73.31,3,3,7
2724,1035.0,2.0,1.0,40.5,2,0,117
2725,1152.0,2.0,2.0,69.0,2,3,92
2726,1299.0,2.0,2.0,82.0,2,3,42
2727,1157.0,2.0,1.0,75.0,3,3,199
2728,1050.0,2.0,2.0,52.5,2,3,188
2729,1050.0,2.0,2.0,40.0,2,3,181
2730,1246.0,2.0,1.0,67.4,2,3,228
2731,1929.0,3.0,2.0,115.0,3,0,235
2732,1285.0,2.0,1.0,60.0,2,3,96
2733,1200.0,2.0,0.0,65.0,3,2,163
2734,3161.0,4.0,3.0,214.0,4,0,235
2736,1025.0,2.0,0.0,37.0,3,0,208
2737,1124.0,3.0,2.0,80.0,2,0,161
2738,1012.0,2.0,1.0,54.59,2,3,27
2739,4500.0,5.0,3.0,250.0,7,3,82
2740,871.0,2.0,2.0,55.0,2,3,7
2741,1020.0,2.0,2.0,40.0,2,0,235
2742,1550.0,3.0,3.0,73.5,3,3,188
2743,3515.0,3.0,1.0,420.0,3,2,235
2744,1410.0,2.0,2.0,80.0,3,3,11
2745,3500.0,5.0,3.0,150.0,4,2,59
2746,1118.0,2.0,1.0,75.0,2,3,229
2747,1098.0,2.0,1.0,68.0,2,3,214
2748,1130.0,2.0,1.0,45.2,2,3,128
2749,1145.0,2.0,2.0,75.0,2,3,199
2750,950.0,3.0,1.0,80.0,3,2,119
2751,1051.0,2.0,1.0,33.0,2,3,235
2753,1102.0,2.0,2.0,53.67,2,3,162
2754,1478.0,2.0,2.0,125.0,2,3,113
2755,645.0,1.0,1.0,16.45,1,3,57
2756,823.0,2.0,1.0,50.63,2,1,93
2757,880.0,2.0,1.0,35.0,2,3,10
2759,1991.0,4.0,2.0,100.0,3,3,54
2760,1100.0,3.0,1.0,50.0,3,0,212
2761,1745.0,3.0,2.0,115.0,3,3,86
2762,1226.0,3.0,1.0,135.0,2,0,235
2764,1100.0,2.0,1.0,70.0,2,3,235
2766,1450.0,2.0,1.0,58.0,2,3,4
2768,1150.0,2.0,1.0,54.0,2,0,195
2769,1843.0,3.0,2.0,95.84,3,3,129
2770,2200.0,4.0,2.0,195.0,4,2,32
2771,1090.0,3.0,2.0,44.0,2,0,49
2772,1132.0,2.0,2.0,42.0,2,3,120
2773,1375.0,2.0,2.0,80.0,2,3,106
2774,1500.0,5.0,3.0,220.0,4,2,6
2775,760.0,1.0,2.0,50.3,1,3,214
2776,1180.0,2.0,2.0,65.0,2,3,120
2777,918.0,2.0,2.0,45.0,2,3,115
2779,1200.0,1.0,0.0,53.0,2,0,163
2780,1372.0,2.0,1.0,61.0,2,3,90
2781,2400.0,7.0,3.0,355.0,7,2,235
2782,1728.0,3.0,2.0,95.0,3,3,19
2783,2215.0,3.0,1.0,275.0,3,3,161
2784,1200.0,2.0,2.0,80.0,2,3,23
2787,1455.0,2.0,2.0,56.0,3,3,235
2788,440.0,1.0,0.0,28.0,1,3,188
2789,1500.0,3.0,2.0,97.0,3,2,129
2791,1525.0,3.0,2.0,96.0,3,3,168
2792,1204.0,2.0,3.0,38.5,2,3,188
2793,1225.0,2.0,1.0,53.55,2,3,179
2797,4200.0,4.0,2.0,255.0,4,0,235
2798,1200.0,2.0,0.0,55.0,2,2,235
2800,1005.0,2.0,1.0,42.0,2,3,8
2801,1562.0,3.0,2.0,103.0,3,3,229
2802,5000.0,5.0,2.0,395.0,4,0,68
2804,1200.0,2.0,3.0,42.0,2,3,193
2805,1555.0,3.0,2.0,82.5,3,3,132
2806,1550.0,2.0,1.0,71.0,2,2,117
2807,1190.0,2.0,2.0,67.0,2,3,229
2808,1070.0,2.0,2.0,50.0,2,0,61
2810,1020.0,2.0,1.0,42.48,2,3,114
2811,1610.0,3.0,1.0,115.0,3,3,231
2812,700.0,1.0,1.0,41.0,1,3,235
2813,1300.0,2.0,1.0,49.0,3,3,235
2814,1420.0,2.0,1.0,123.0,2,3,93
2816,1069.0,3.0,2.0,65.4,3,1,93
2817,1900.0,3.0,3.0,123.0,3,3,162
2818,1655.0,2.0,1.0,97.65,2,3,178
2819,1155.0,2.0,2.0,40.42,2,3,220
2820,1300.0,2.0,2.0,70.0,3,0,199
2821,1100.0,2.0,2.0,45.0,2,3,76
2822,1030.0,2.0,2.0,42.0,2,3,72
2823,2105.0,2.0,1.0,70.2,2,3,228
2824,1700.0,3.0,2.0,126.0,3,0,45
2825,1760.0,3.0,2.0,139.0,3,3,112
2826,6200.0,9.0,0.0,200.0,9,0,119
2827,1400.0,2.0,1.0,67.0,2,0,235
2828,1200.0,2.0,0.0,53.0,2,3,235
2829,912.0,2.0,1.0,55.0,2,0,36
2830,1102.0,2.0,1.0,48.0,2,3,229
2831,1535.0,3.0,1.0,55.0,3,3,235
2832,1243.0,2.0,2.0,46.0,2,3,91
2833,918.0,2.0,2.0,63.2,2,3,115
2834,1500.0,2.0,3.0,70.0,3,3,41
2835,3000.0,3.0,0.0,250.0,3,2,235
2836,1476.0,3.0,0.0,89.0,3,3,132
2837,1200.0,2.0,3.0,65.0,2,3,168
2838,606.0,1.0,0.0,34.78,1,3,225
2839,1100.0,2.0,3.0,61.0,2,3,235
2840,1295.0,2.0,1.0,59.5,3,3,81
2841,527.0,1.0,0.0,26.0,1,0,176
2842,1300.0,2.0,2.0,80.0,2,3,177
2844,1260.0,1.0,0.0,41.0,1,2,235
2845,1140.0,2.0,1.0,75.2,2,0,145
2846,1500.0,1.0,0.0,37.5,1,2,235
2847,2321.0,4.0,1.0,128.0,3,3,229
2848,1390.0,2.0,2.0,62.0,2,3,199
2849,1725.0,3.0,3.0,90.0,3,3,199
2850,3067.0,4.0,1.0,310.0,4,3,93
2851,1186.0,2.0,1.0,63.0,3,3,97
2852,1230.0,2.0,1.0,85.0,2,3,129
2853,600.0,1.0,1.0,17.0,1,0,235
2854,1313.0,3.0,1.0,96.0,3,3,234
2855,900.0,2.0,0.0,55.0,2,2,212
2856,1250.0,2.0,2.0,66.25,2,3,12
2858,660.0,1.0,1.0,54.0,1,3,47
2859,1036.0,2.0,2.0,105.0,2,3,37
2860,2700.0,4.0,3.0,450.0,4,0,145
2861,1100.0,2.0,1.0,70.0,2,3,179
2863,1500.0,2.0,1.0,450.0,4,2,23
2865,1015.0,2.0,1.0,56.0,2,0,78
2866,812.0,1.0,0.0,26.0,1,2,84
2867,1360.0,2.0,2.0,65.0,3,0,235
2868,2167.0,3.0,3.0,170.0,3,3,235
2869,1200.0,2.0,1.0,35.0,2,3,189
2870,1165.0,2.0,2.0,75.0,2,3,235
2871,1274.0,2.0,2.0,70.0,2,3,23
2872,1151.0,2.0,2.0,39.02,2,3,189
2874,1626.0,2.0,2.0,120.0,3,3,216
2875,1035.0,2.0,2.0,35.77,2,3,31
2876,1272.0,4.0,0.0,75.0,3,2,235
2877,965.0,2.0,1.0,45.0,2,0,235
2878,1600.0,5.0,2.0,140.0,5,2,235
2879,1070.0,2.0,1.0,42.79,2,3,146
2880,1570.0,2.0,2.0,65.0,3,0,189
2882,780.0,2.0,2.0,25.0,2,3,235
2883,1000.0,2.0,1.0,65.0,3,3,235
2885,7500.0,7.0,2.0,400.0,7,0,217
2886,1700.0,2.0,3.0,100.0,3,0,4
2888,904.0,2.0,1.0,30.0,2,0,139
2889,1121.0,2.0,1.0,43.72,2,3,235
2890,1385.0,2.0,2.0,58.17,3,3,6
2891,1270.0,2.0,1.0,69.85,2,3,195
2892,1450.0,3.0,3.0,56.0,3,3,129
2893,2400.0,4.0,2.0,325.0,3,2,235
2894,730.0,1.0,1.0,35.0,1,3,157
2895,1580.0,3.0,3.0,53.56,3,3,189
2896,1111.0,2.0,1.0,50.0,2,3,214
2898,977.0,2.0,2.0,36.0,2,3,221
2899,674.0,1.0,1.0,19.9,2,3,235
2901,2540.0,4.0,1.0,115.0,4,2,198
2902,1290.0,2.0,1.0,100.0,2,3,112
2904,795.0,2.0,1.0,32.54,2,3,10
2905,700.0,1.0,1.0,35.0,2,3,129
2906,1463.0,1.0,1.0,142.0,2,0,235
2907,1000.0,3.0,0.0,140.0,3,0,225
2908,1306.0,2.0,2.0,58.0,3,3,235
2909,2401.0,3.0,2.0,185.0,3,3,235
2910,1670.0,3.0,0.0,135.0,4,2,52
2911,1875.0,2.0,3.0,235.0,3,0,235
2912,1200.0,3.0,1.0,90.0,3,2,164
2913,1804.0,3.0,2.0,121.0,3,3,70
2914,2065.0,4.0,1.0,210.0,3,3,1
2915,1225.0,3.0,1.0,40.0,3,3,104
2916,1185.5,2.0,0.0,58.68,2,3,214
2917,900.0,2.0,2.0,56.0,2,3,42
2918,1350.0,2.0,1.0,91.0,2,3,47
2919,700.0,1.0,0.0,36.0,1,3,121
2920,1005.0,2.0,0.0,35.175,2,3,168
2921,1160.0,2.0,1.0,46.39,2,3,185
2923,1043.0,2.0,2.0,55.0,2,1,152
2925,1040.0,2.0,2.0,46.0,2,3,93
2926,1357.0,2.0,2.0,65.0,3,3,217
2928,1225.0,2.0,2.0,47.0,2,3,235
2930,1130.0,2.0,2.0,40.0,2,3,230
2931,2500.0,4.0,1.0,150.0,4,0,37
2932,1700.0,3.0,3.0,120.0,3,1,211
2933,1549.0,3.0,2.0,65.0,3,3,72
2934,1400.0,2.0,2.0,100.0,2,3,234
2935,1080.0,2.0,2.0,50.0,2,3,70
2936,1180.0,2.0,2.0,100.0,2,0,219
2938,1800.0,3.0,2.0,150.0,3,3,73
2939,1225.0,2.0,1.0,67.38,2,3,91
2940,890.0,1.0,1.0,75.0,1,0,235
2941,1005.0,2.0,1.0,39.59,2,3,10
2942,1320.0,2.0,1.0,95.0,2,3,229
2943,1475.0,2.0,1.0,50.0,4,0,15
2945,1110.0,2.0,2.0,51.0,2,3,235
2946,1300.0,2.0,0.0,54.0,2,2,235
2948,1128.0,2.0,1.0,65.35,2,3,76
2949,1452.19,2.0,1.0,100.0,2,3,112
2950,2400.0,3.0,2.0,290.0,3,2,235
2951,2600.0,4.0,1.0,135.0,3,3,28
2952,2500.0,4.0,2.0,325.0,3,3,197
2953,630.0,1.0,1.0,35.0,2,0,196
2954,1243.0,2.0,2.0,48.5,2,3,102
2955,960.0,2.0,2.0,32.0,2,0,235
2956,1690.0,3.0,2.0,100.0,3,3,235
2957,735.0,2.0,1.0,35.0,2,0,229
2958,1365.0,2.0,2.0,73.0,2,3,33
2959,2849.0,5.0,0.0,300.0,5,3,190
2960,1420.0,2.0,1.0,99.39,2,3,93
2961,1570.0,3.0,3.0,68.0,3,3,207
2962,850.0,1.0,1.0,32.0,2,3,48
2963,1575.0,2.0,2.0,110.0,3,3,6
2964,1418.0,2.0,2.0,104.0,2,3,215
2965,1050.0,2.0,1.0,42.0,2,3,220
2966,1065.0,2.0,1.0,42.6,2,3,97
2967,1340.0,3.0,0.0,90.0,3,0,219
2968,1610.0,3.0,2.0,92.0,3,3,232
2969,1160.0,2.0,1.0,33.5,2,0,77
2970,1092.0,2.0,2.0,44.0,2,3,148
2971,1194.0,2.0,2.0,47.0,2,3,183
2972,1455.0,3.0,1.0,61.5,3,3,231
2973,734.0,1.0,0.0,19.82,1,3,10
2974,799.0,2.0,1.0,38.0,2,0,235
2975,1896.0,3.0,1.0,75.0,3,0,229
2976,1100.0,2.0,1.0,48.0,2,3,19
2977,1350.0,2.0,1.0,79.0,2,0,42
2978,1355.0,3.0,1.0,61.0,3,3,235
2979,1128.0,2.0,1.0,65.0,2,3,76
2980,1350.0,2.0,0.0,90.0,2,2,235
2981,3875.0,3.0,2.0,864.0,3,3,65
2982,1493.0,3.0,2.0,82.0,3,3,132
2983,1098.0,2.0,1.0,43.91,2,3,7
2984,1900.0,2.0,1.0,170.0,3,3,28
2985,1460.0,3.0,2.0,88.0,3,3,235
2986,2350.0,4.0,3.0,285.0,3,3,79
2987,1600.0,5.0,3.0,140.0,5,2,100
2988,1091.0,2.0,1.0,32.0,2,3,221
2989,1180.0,2.0,3.0,42.0,2,3,231
2990,1366.0,3.0,1.0,76.85,2,3,129
2991,1685.0,3.0,2.0,95.0,3,3,235
2992,1260.0,2.0,3.0,100.0,2,0,145
2993,3010.0,3.0,2.0,200.0,3,2,229
2994,1330.0,4.0,1.0,140.0,3,2,193
2995,1200.0,2.0,0.0,130.0,2,2,159
2996,1346.0,2.0,1.0,96.17,2,3,229
2997,630.0,1.0,0.0,13.86,1,3,57
2999,1850.0,3.0,2.0,140.0,3,3,6
3000,2350.0,2.0,0.0,423.0,5,2,79
3001,755.0,1.0,1.0,34.0,2,3,76
3003,1194.0,2.0,2.0,46.0,2,3,183
3005,4235.0,4.0,2.0,365.0,4,3,93
3006,800.0,1.0,0.0,52.0,1,2,235
3007,2250.0,3.0,1.0,195.0,3,3,188
3008,1352.0,2.0,2.0,68.0,2,3,225
3009,2002.0,3.0,2.0,112.0,3,3,214
3010,4000.0,5.0,1.0,280.0,4,2,235
3011,1060.0,2.0,2.0,45.0,2,0,135
3012,1419.59,2.0,1.0,59.0,3,3,129
3013,1196.0,2.0,2.0,51.15,2,3,189
3014,1220.0,2.0,2.0,35.24,3,0,76
3015,1595.0,3.0,2.0,75.0,3,3,78
3016,1260.0,2.0,3.0,75.0,2,3,28
3017,1100.0,2.0,2.0,47.0,2,3,93
3018,1550.0,2.0,2.0,140.0,2,3,79
3019,1180.0,2.0,3.0,52.0,2,3,107
3020,4000.0,5.0,1.0,150.0,4,2,76
3021,1662.0,3.0,2.0,85.0,3,0,11
3022,1285.0,2.0,1.0,60.0,2,3,96
3024,1862.0,3.0,2.0,119.0,3,3,13
3025,1419.0,2.0,2.0,48.0,2,3,189
3026,1410.0,3.0,2.0,43.71,3,0,229
3027,1560.0,2.0,2.0,62.4,3,3,189
3029,1634.0,3.0,3.0,78.0,3,3,214
3030,5530.0,5.0,3.0,627.0,5,2,13
3031,1150.0,2.0,3.0,44.0,3,0,229
3033,1616.0,3.0,1.0,65.0,3,3,231
3034,1392.0,2.0,1.0,99.0,2,3,174
3035,1798.0,3.0,1.0,120.0,3,3,112
3036,1675.0,3.0,3.0,75.0,3,3,25
3037,792.0,2.0,1.0,70.0,2,2,235
3038,2000.0,4.0,1.0,103.0,5,3,235
3040,1700.0,3.0,2.0,124.0,3,3,93
3041,1248.0,2.0,1.0,69.0,2,3,106
3042,1147.0,2.0,1.0,54.0,2,0,235
3043,1100.0,2.0,2.0,40.0,2,3,211
3044,1527.0,3.0,2.0,115.0,3,3,225
3045,2400.0,5.0,2.0,235.0,5,2,235
3046,525.0,1.0,1.0,25.0,1,3,129
3047,1100.0,2.0,3.0,58.0,2,3,120
3048,1118.0,2.0,2.0,37.5,2,3,203
3049,1476.0,3.0,1.0,75.0,3,3,128
3050,2100.0,3.0,1.0,75.0,3,0,235
3051,1215.0,2.0,2.0,46.5,3,3,235
3052,1332.0,2.0,1.0,79.0,2,3,12
3053,1350.0,2.0,3.0,49.0,2,3,97
3055,1243.0,2.0,2.0,46.0,2,3,91
3056,1105.0,2.0,2.0,49.73,2,3,169
3057,1500.0,2.0,1.0,200.0,3,2,180
3058,1200.0,2.0,2.0,50.0,2,3,132
3059,1251.0,2.0,1.0,47.4,2,3,192
3060,883.0,2.0,1.0,45.0,2,3,125
3061,1400.0,2.0,3.0,67.0,3,3,181
3062,1800.0,3.0,3.0,260.0,3,3,190
3063,1703.0,3.0,2.0,113.0,3,3,95
3064,2500.0,5.0,3.0,130.0,5,3,170
3066,933.0,2.0,2.0,43.0,2,3,115
3067,461.82,1.0,1.0,31.7,1,2,235
3068,1262.0,2.0,1.0,75.0,2,3,53
3069,915.0,2.0,2.0,48.0,2,3,231
3070,1370.0,2.0,2.0,61.5,3,3,182
3071,1210.0,2.0,3.0,55.0,2,3,160
3072,2392.0,4.0,2.0,260.0,3,3,142
3073,1500.0,2.0,0.0,85.0,3,2,235
3074,1065.0,2.0,3.0,50.0,2,3,235
3075,3100.0,4.0,2.0,570.0,4,3,190
3076,1515.0,3.0,3.0,65.0,3,3,193
3078,1445.0,2.0,3.0,40.31,3,3,214
3079,1300.0,2.0,1.0,55.0,3,3,220
3080,989.0,2.0,0.0,60.0,2,0,225
3081,1300.0,2.0,1.0,85.0,2,3,112
3082,1185.0,2.0,2.0,30.22,3,3,57
3084,1045.0,2.0,3.0,60.0,2,3,162
3085,1205.0,2.0,2.0,42.18,2,3,235
3086,1260.0,2.0,1.0,75.0,2,3,235
3088,1500.0,2.0,2.0,125.0,3,3,219
3089,1250.0,2.0,2.0,42.5,3,3,49
3090,1199.0,2.0,2.0,50.0,2,0,235
3091,1385.0,2.0,1.0,83.09,2,3,97
3093,1149.0,2.0,1.0,75.0,2,3,154
3094,2180.0,3.0,2.0,170.0,3,3,199
3098,1818.0,3.0,1.0,135.0,3,3,106
3099,1070.0,2.0,2.0,33.0,2,3,235
3100,1640.0,3.0,2.0,241.0,3,3,190
3101,1350.0,2.0,2.0,54.6,3,0,171
3102,630.0,1.0,1.0,27.0,2,0,57
3103,1430.0,2.0,2.0,113.0,2,3,98
3104,2430.0,4.0,3.0,180.0,3,3,173
3106,1084.0,2.0,3.0,55.0,2,3,199
3107,1186.0,2.0,1.0,56.0,3,3,97
3108,1255.0,2.0,2.0,50.0,2,0,137
3109,3400.0,5.0,3.0,240.0,4,3,91
3110,1541.0,3.0,1.0,69.84,3,3,102
3111,3596.0,5.0,1.0,282.0,4,3,109
3112,1295.0,2.0,2.0,70.0,2,3,189
3113,1000.0,4.0,3.0,110.0,3,2,132
3115,1370.0,2.0,2.0,54.79,3,3,6
3116,1100.0,2.0,1.0,40.0,2,3,76
3117,4772.0,6.0,2.0,510.0,4,3,93
3118,1370.0,2.0,1.0,170.0,2,3,190
3119,1370.0,2.0,1.0,54.79,3,3,6
3120,1200.0,2.0,2.0,62.0,2,3,111
3121,2000.0,3.0,0.0,95.0,4,2,87
3124,2400.0,5.0,2.0,253.0,4,2,137
3125,1220.0,3.0,2.0,62.0,3,3,199
3126,1950.0,3.0,2.0,130.0,3,0,235
3127,1178.0,2.0,3.0,73.0,2,3,207
3128,1286.0,3.0,2.0,61.44,3,3,66
3129,1160.0,2.0,2.0,42.0,2,3,41
3130,918.0,2.0,2.0,55.0,2,3,115
3131,1563.0,3.0,2.0,91.84,3,3,76
3132,1326.0,2.0,1.0,62.17,2,3,235
3133,1350.0,2.0,2.0,140.0,3,3,235
3134,3960.0,5.0,3.0,386.0,4,3,93
3135,1240.0,2.0,2.0,39.06,2,3,41
3136,1325.0,2.0,2.0,50.0,2,3,120
3137,1100.0,2.0,1.0,44.0,2,3,209
3138,3875.0,3.0,2.0,800.0,3,3,65
